phi,x_co2,x_n2_flame_temp_match,x_n2_sound_speed_match
0.4,0.1,0.17498475551605253,0.3165909576416024
0.4,0.15,0.24396007865667352,0.4215489596128465
0.4,0.2,0.305801310539246,0.5035090637207041
0.7,0.1,0.20807443380355878,0.32486187934875566
0.7,0.15,0.283881404399872,0.43823815584182757
0.7,0.2,0.34770157814025937,0.5280200576828805
1.0,0.1,0.22356263160705614,0.3152319335937508
1.0,0.15,0.3052482426166535,0.4322821998666041
1.0,0.2,0.37338918685913147,0.5272361958032717
