date,shot,fuel,oxidizer,diluent,t_0,u_t_0,p_0_nom,p_0,u_p_0,phi_nom,phi,u_phi,dil_mf_nom,dil_mf,u_dil_mf,wave_speed,u_wave_speed,t_ad,cj_speed,sound_speed
2020-03-22,32,C3H8,air,N2,289.08059126631963,0.014181709761548084,101325.0,101483.70102199075,3.6804582979024167,1.0,0.9835880453556385,0.0016096205287264727,0.01,0.018464989835160015,5.758862412542727e-05,1888.141592920354,2.36304021981343,2233.0021083500997,1789.1397833248673,988.4348957663074
2020-03-22,33,C3H8,air,N2,289.21764414608384,0.01416781197616401,101325.0,101542.46093281635,3.722683395529282,1.0,0.9827476293521572,0.0015326790886021622,0.01,0.018648887835006484,5.6795255404416536e-05,1802.027027027027,2.152407991034615,2232.3300632651385,1788.8173990306564,988.297681969627
2020-03-22,34,C3H8,air,N2,289.0337543976458,0.014152561442629984,101325.0,101388.39782055512,3.686499662557239,1.0,0.9821649964814797,0.001512299141251536,0.01,0.018656032474674948,6.061177818343928e-05,1820.4778156996588,2.1967102533807976,2231.8088573516834,1788.6304135744665,988.1929232021969
2020-03-22,35,C3H8,air,N2,289.0294960046737,0.014143332773653585,101325.0,101362.13790670419,3.711540215918087,1.0,0.9834939912424258,0.001511031971022901,0.01,0.018656775395425696,5.592576429208497e-05,1918.705035971223,2.440160687108386,2232.6835799030173,1789.023818820189,988.3754229183747
2020-03-22,36,C3H8,air,N2,289.09547409137747,0.013844322423046227,101325.0,101432.99505821225,3.7232942603099692,1.0,0.9764145915095312,0.0015448213179639655,0.01,0.018544076109056225,5.861636142714557e-05,1805.0761421319796,2.159698106023387,2227.9576919345463,1786.9310357169986,987.4102659091894
2020-03-22,37,C3H8,air,N2,288.9307346039667,0.014175564835639629,101325.0,101353.4416182292,3.637729203976231,1.0,0.9786045757427736,0.0015273882180350234,0.01,0.018451975720731238,5.821490800150639e-05,1802.027027027027,2.152407991034615,2229.5209900847285,1787.635171584391,987.7203427646897
2020-03-22,38,C3H8,air,N2,288.945708224581,0.014230759131605533,101325.0,101453.33173795155,3.724987702828065,1.0,0.9801785519486095,0.001559220291564594,0.01,0.018648011034773173,5.932413970870399e-05,1881.4814814814815,2.3463991432675555,2230.4378970072557,1788.0529456601093,987.9212051231405
2020-03-22,39,C3H8,air,N2,288.8772728927442,0.013997399516257782,101325.0,101432.18928820197,3.727216844215318,1.0,0.9762270830527785,0.0016083898941709027,0.01,0.01865724929798105,5.832534442127051e-05,1888.141592920354,2.36304021981343,2227.5936272657045,1786.8482363831895,987.3609143478732
2020-03-22,40,C3H8,air,N2,288.59806268846444,0.01418536263686834,101325.0,101339.88466574908,3.6749272548604406,1.0,0.9818951456602547,0.0015897724683405297,0.01,0.018336802470246372,5.8282906511268925e-05,1814.2857142857142,2.181792060512846,2231.7455648968617,1788.697889904438,988.1909391428527
2020-03-22,41,C3H8,air,N2,288.7395600096834,0.013988821652600203,101325.0,101375.68837663073,3.710136811858155,1.0,0.977929298708842,0.0015645359497068175,0.01,0.01853015375564924,5.7729459299353076e-05,1814.2857142857142,2.181792060512846,2228.871854282566,1787.419071856765,987.6119178303119
2020-03-22,42,C3H8,air,N2,288.559404794012,0.014259217783981875,101325.0,101473.42264930773,3.6538562706440882,1.0,0.978503870603893,0.0015497793322192888,0.01,0.0183822652632018,5.6957298398426835e-05,1836.144578313253,2.2346820698183434,2229.3708503184043,1787.6802699810787,987.7213755852831
2020-03-22,43,C3H8,air,N2,288.60745176586903,0.014149329893528514,101325.0,101501.49472114668,3.6951672298120437,1.0,0.9778615200710956,0.0015749245543222959,0.01,0.01827591312194071,5.9592216872385665e-05,1871.578947368421,2.3217652021235597,2229.059720925251,1787.5253689008482,987.6548193163724
2020-03-22,44,C3H8,air,N2,288.6108017639298,0.014199181386470801,101325.0,101378.13991909294,3.6512406252512886,1.0,0.9779148939558592,0.001560766287601074,0.01,0.01827056739721468,5.897631439847582e-05,1832.9896907216496,2.227009347344594,2229.077300896096,1787.5236878709975,987.6493051208596
2020-03-22,45,C3H8,air,N2,288.46955918166356,0.01422057988557891,101325.0,101386.68415188638,3.6504130397935155,1.0,0.9806031329859971,0.0015867946362963083,0.01,0.018576632001017872,5.8042216259138646e-05,1792.9411764705883,2.1307577548759458,2230.5598399880982,1788.2362371125832,987.9729376546387
2020-03-22,46,C3H8,air,N2,288.69226288707335,0.014141813114128694,101325.0,101445.8988650086,3.6882913702419122,1.0,0.9745828934426227,0.0015036239099438977,0.01,0.018476168343524387,5.619275402433554e-05,1783.9464882943143,2.1094325403797445,2226.495844999353,1786.4277583621104,987.155038587358
2020-03-22,47,C3H8,air,N2,288.785302708224,0.01416103261834513,101325.0,101453.40759519876,3.6736347426157,1.0,0.9768383214845122,0.001514461175794043,0.01,0.01821696560426495,5.682031567289234e-05,1778.0,2.0953930949165533,2228.4671346293535,1787.212914809708,987.5192037696293
2020-03-22,48,C3H8,air,N2,288.8639342160184,0.014069407740687104,101325.0,101424.68988379033,3.6260165098425783,1.0,0.9721455479691415,0.0015175958509670686,0.01,0.018382684794966332,5.409256234069761e-05,1865.0349650349651,2.305557466654682,2224.847097357501,1785.6899196778375,986.8260328350018
2020-04-13,0,C3H8,air,None,288.1794773283087,0.0148572532133248,101325.0,101628.08966259303,3.745488625516713,1.0,0.981506201739382,0.0013670143486369702,0.0,0.000552238207137523,5.475603014135175e-05,1832.9896907216496,2.227009347344594,2250.5742926807834,1795.5136439309254,991.124130202976
2020-04-13,2,C3H8,air,None,289.48737166045515,0.01480978751440506,101325.0,101327.30942205244,3.8145540456537503,1.0,0.9907206867256675,0.0013378450654408522,0.0,0.00039532648935219905,0.00014996801803430994,1865.0349650349651,2.305557466654682,2256.788269870767,1798.0767032557615,992.4121779258986
2020-04-13,3,C3H8,air,None,290.186165949255,0.01482508222032543,101325.0,101440.32512013346,3.6758511461669165,1.0,0.9829667135579331,0.001325907072952587,0.0,0.00027075421225515063,5.3221170257628496e-05,1964.6408839779006,2.558399432149785,2252.4234813973344,1795.7509716493662,991.3539068166264
2020-04-13,4,C3H8,air,None,290.2944805457769,0.014751430414365925,101325.0,101432.98015971253,3.706647359929649,1.0,0.9983166075810925,0.0014526372025234025,0.0,0.0004934936890008733,5.584131315278674e-05,1805.0761421319796,2.159698106023387,2261.2723610253097,1800.1995279015596,993.4971159495374
2020-04-13,5,C3H8,air,None,290.34587044547794,0.014420552549512765,101325.0,101456.65035035838,3.6761333659187554,1.0,0.9995557570708002,0.0015093448468392768,0.0,0.0010811954965025624,5.5481198991457785e-05,1817.3764906303236,2.189232096241835,2261.915528403344,1800.5477266209684,993.6720054956776
2020-04-13,6,C3H8,air,None,290.63726070132515,0.014558868699471561,101325.0,101402.45984355257,3.7586346439013685,1.0,1.0027940020733799,0.0015382428752696389,0.0,0.001159740107512797,5.731130658653934e-05,1778.0,2.0953930949165533,2263.567789994578,1801.4167121076148,994.1176591772947
2020-04-13,7,C3H8,air,None,291.0753771877944,0.014515917736468664,101325.0,101397.49909802202,3.7541817143905503,1.0,1.0014456461055834,0.0014505173852504575,0.0,0.0011368172724008222,5.754651140853554e-05,1786.9346733668342,2.1165052346320032,2263.143629920363,1801.0036852230824,993.9412743579102
2020-04-13,8,C3H8,air,None,291.537931977699,0.014640943774716385,101325.0,101494.35504158227,3.682927280816409,1.0,0.9963495291048856,0.0015145426884877458,0.0,0.0006677416142223014,5.78971963275176e-05,1901.6042780748662,2.3968578968989687,2260.859790812606,1799.546542852846,993.2612165678272
2020-04-13,9,C3H8,air,None,291.8630963338395,0.014415664086139814,101325.0,101430.85934686853,3.699336378089398,1.0,1.0032833975881725,0.001480697793047698,0.0,0.0012443553289074305,5.8563898324660754e-05,1839.3103448275863,2.2423945129903373,2264.362800936466,1801.451685558622,994.2163036865778
2020-04-13,10,C3H8,air,None,292.13465424517835,0.01453794018819759,101325.0,101475.04522104209,3.716596644536547,1.0,0.996815910817504,0.0014647218128340876,0.0,0.0006467364845400678,5.845651922401952e-05,1798.9881956155143,2.145154725791786,2261.372430053095,1799.624737124353,993.3373209163256
